First_junc_name,err_dist,Second_junction,,,
SNBR,,,,,
DML,,,,,
TGE,,,,,
CPK,,,,,
LPN,,,,,
KWM,,,,,
JMK,,,,,
JGJN,,,,,
HJI,,,,,
DHRY,,,,,
LKA,,,,,
HWX,,,,,
LKG,,,,,
PKB,,,,,
 , , ,,,
PKB,0,LMG,,,
PKB,,,,,
LMG,,,,,
 , , ,,,
LMG,2.174133793,RXRX,,,
LMG,,,,,
BRLF,,,,,
LCT,,,,,
NLN,,,,,
DPU,,,,,
DLDE,,,,,
DSR,,,,,
RXR,,,,,
RXRX,,,,,
 , , ,,,
RXRX,0.061590918,DMV,,,
RXRX,,,,,
DMFS,,,,,
DMV,,,,,
 , , ,,,
DMV,0.732073097,FKG,,,
DMV,,,,,
KHKT,,,,,
BXJ,,,,,
CJA,,,,,
NJN,,,,,
SZR,,,,,
BXP,,,,,
BHGN,,,,,
JMI,,,,,
OTN,,,,,
FKG,,,,,
 , , ,,,
FKG,2.071860467,MXN,,,
FKG,,,,,
KXL,,,,,
CFG,,,,,
TTB,,,,,
KQY,,,,,
MXN,,,,,
 , , ,,,
RIG,24.50052416,BSP,,,
RIG,,,,,
KDTR,,,,,
BEF,,,,,
ROB,,,,,
KHS,,,,,
JDI,,,,,
SKT,,,,,
JDDA,,,,,
BUA,,,,,
SGRD,,,,,
SRGD,,,,,
CPH,,,,,
NIA,,,,,
KPNA,,,,,
AKT,,,,,
LATI,,,,,
KTSH,,,,,
JRMG,,,,,
GTW,,,,,
BSP,,,,,
 , , ,,,
BSP,0,YY-BSPB,,,
BSP,,,,,
YY-BSPB,,,,,
 , , ,,,
R,0.325876282,SZB,,,
R,,,,,
SRWN,,,,,
SZB,,,,,
 , , ,,,
SZB,0.518751554,GCAB,,,
SZB,,,,,
KMI,,,,,
CABN,,,,,
DCAB,,,,,
SGBB,,,,,
BDYD,,,,,
HCAB,,,,,
DBEC,,,,,
CCAB,,,,,
GCAB,,,,,
 , , ,,,
GCAB,0.106808108,BIA,,,
GCAB,,,,,
BLEY,,,,,
BIA,,,,,
 , , ,,,
BIA,0.557030081,DLCB,,,
BIA,,,,,
BSPC,,,,,
BPHB,,,,,
BQR,,,,,
DLCB,,,,,
 , , ,,,
DLCB,10.43292375,G,,,
DLCB,,,,,
DURG,,,,,
RSM,,,,,
MUP,,,,,
PMS,,,,,
RJN,,,,,
BAKL,,,,,
MUA,,,,,
JTR,,,,,
DGG,,,,,
PJB,,,,,
BTL,,,,,
DKS,,,,,
SKS,,,,,
DNL,,,,,
AGN,,,,,
GDM,,,,,
G,,,,,
 , , ,,,
CLT,41.63735302,SRRB,,,
CLT,,,,,
KUL,,,,,
FK,,,,,
KN,,,,,
VLI,,,,,
PGI,,,,,
TA,,,,,
TIR,,,,,
TUA,,,,,
KTU,,,,,
PEU,,,,,
PUM,,,,,
KODN,,,,,
PTB,,,,,
KRKD,,,,,
SRR,,,,,
SRRB,,,,,
 , , ,,,
ERS,5.518923019,KYJ,,,
ERS,,,,,
TNU,,,,,
KUMM,,,,,
AROR,,,,,
EZP,,,,,
TUVR,,,,,
VAY,,,,,
SRTL,,,,,
TRVZ,,,,,
MAKM,,,,,
KAVR,,,,,
TMPY,,,,,
ALLP,,,,,
PNPR,,,,,
AMPA,,,,,
TZH,,,,,
KVTA,,,,,
HAD,,,,,
CHPD,,,,,
KYJ,,,,,
 , , ,,,
MIX,0.292554883,NGNC,,,
MIX,,,,,
NGNT,,,,,
NGNC,,,,,
 , , ,,,
SBC,0.37848415,YPR,,,
SBC,,,,,
MWM,,,,,
YPR,,,,,
 , , ,,,
CAN,84.79726652,SRRB,,,
CAN,,,,,
CS,,,,,
ETK,,,,,
DMD,,,,,
TLY,,,,,
JGE,,,,,
MAHE,,,,,
MUKE,,,,,
NAU,,,,,
BDJ,,,,,
IGL,,,,,
PYOL,,,,,
TKT,,,,,
VEK,,,,,
QLD,,,,,
CMC,,,,,
ETR,,,,,
WH,,,,,
VLL,,,,,
CLT,,,,,
KUL,,,,,
FK,,,,,
KN,,,,,
VLI,,,,,
PGI,,,,,
TA,,,,,
TIR,,,,,
TUA,,,,,
KTU,,,,,
PEU,,,,,
PUM,,,,,
KODN,,,,,
PTB,,,,,
KRKD,,,,,
SRR,,,,,
SRRB,,,,,
 , , ,,,
KRR,2.657296464,ED,,,
KRR,,,,,
MPLM,,,,,
PGR,,,,,
NOY,,,,,
KMD,,,,,
URL,,,,,
CNY,,,,,
PAS,,,,,
CVD,,,,,
ED,,,,,
 , , ,,,
MXN,1.235942313,SLGR,,,
MXN,,,,,
MEG,,,,,
NCH,,,,,
LH,,,,,
SLX,,,,,
AGI,,,,,
NMT,,,,,
MZA,,,,,
NZR,,,,,
SLGR,,,,,
 , , ,,,
SLGR,6.268305112,DMGN,,,
SLGR,,,,,
SRTN,,,,,
DSX,,,,,
KRHT,,,,,
MHKT,,,,,
SEPN,,,,,
MOX,,,,,
MRHT,,,,,
KOWN,,,,,
LPK,,,,,
XX-DMGC,,,,,
DMGN,,,,,
 , , ,,,
DMGN,0,DBRG,,,
DMGN,,,,,
DBRG,,,,,
 , , ,,,
NHLN,1.371968209,HMY,,,
NHLN,,,,,
GMTO,,,,,
HMY,,,,,
 , , ,,,
RPAN,7.452604349,RNY,,,
RPAN,,,,,
MSMI,,,,,
NMM,,,,,
BLRE,,,,,
DKJR,,,,,
HJLI,,,,,
MJBT,,,,,
RWTB,,,,,
ULG,,,,,
HRSN,,,,,
TNL,,,,,
KBY,,,,,
GVR,,,,,
KYO,,,,,
RNY,,,,,
 , , ,,,
DDN,2.186573864,RWL,,,
DDN,,,,,
HRW,,,,,
DWO,,,,,
QSR,,,,,
RWL,,,,,
 , , ,,,
RWL,0.49390021,LRNC,,,
RWL,,,,,
MOTC,,,,,
HW,,,,,
JWP,,,,,
IKK,,,,,
PRI,,,,,
ATMO,,,,,
LRNC,,,,,
 , , ,,,
LRNC,0,LRJ,,,
LRNC,,,,,
LRJ,,,,,
 , , ,,,
LRJ,3.594132121,MZM,,,
LRJ,,,,,
RSI,,,,,
BLW,,,,,
CNK,,,,,
MZM,,,,,
 , , ,,,
MZM,0.007238789,NBD,,,
MZM,,,,,
FZL,,,,,
NBD,,,,,
 , , ,,,
NBD,0.866660066,MBWC,,,
NBD,,,,,
MSDR,,,,,
BEK,,,,,
NGG,,,,,
PNI,,,,,
HBW,,,,,
DPR,,,,,
CAJ,,,,,
SEO,,,,,
MSBH,,,,,
MWE,,,,,
KNT,,,,,
MTB,,,,,
AMBH,,,,,
AWP,,,,,
HRH,,,,,
MBWC,,,,,
 , , ,,,
RMU,3.33814237,LKU,,,
RMU,,,,,
CHRU,,,,,
KEMR,,,,,
BLQR,,,,,
RUPC,,,,,
CHAP,,,,,
HLDD,,,,,
LKU,,,,,
 , , ,,,
LKU,0.499753049,KGM,,,
LKU,,,,,
HDW,,,,,
KGM,,,,,
 , , ,,,
ROU,0.112553448,ACAB,,,
ROU,,,,,
KCAB,,,,,
BNDM,,,,,
ACAB,,,,,
 , , ,,,
ACAB,2.842254388,YY-RKSO,,,
ACAB,,,,,
BZR,,,,,
BUL,,,,,
JRA,,,,,
MOU,,,,,
GHAA,,,,,
PST,,,,,
DRWN,,,,,
MXW,,,,,
GOL,,,,,
TUX,,,,,
SWR,,,,,
LPH,,,,,
CKP,,,,,
BRM,,,,,
YY-RKSO,,,,,
 , , ,,,
YY-RKSO,0,RKSN,,,
YY-RKSO,,,,,
RKSN,,,,,
 , , ,,,
TATA,3.716513601,NMP,,,
TATA,,,,,
SLJR,,,,,
GVDP,,,,,
ASB,,,,,
RHE,,,,,
GUD,,,,,
GTS,,,,,
CHGA,,,,,
DVM,,,,,
KKPR,,,,,
CKU,,,,,
KNM,,,,,
GII,,,,,
KATB,,,,,
JGM,,,,,
BNB,,,,,
SUA,,,,,
KSO,,,,,
KKQ,,,,,
NMP,,,,,
 , , ,,,
NMP,0,KGPW,,,
NMP,,,,,
KGPW,,,,,
 , , ,,,
SRC,0.962989313,HWHG,,,
SRC,,,,,
RMJ,,,,,
DSNR,,,,,
TPKR,,,,,
HWHG,,,,,
 , , ,,,
AMI,0.034574898,YY-NAVO,,,
AMI,,,,,
AMIC,,,,,
XX-AMIO,,,,,
YY-NAVO,,,,,
 , , ,,,
YY-NAVO,0,XX-BDBY,,,
YY-NAVO,,,,,
XX-BDBY,,,,,
 , , ,,,
XX-BDBY,0,XX-BDXO,,,
XX-BDBY,,,,,
XX-BDXO,,,,,
 , , ,,,
MJBK,0,LONI,,,
MJBK,,,,,
LONI,,,,,
 , , ,,,
BIA,0,GCAB,,,
BIA,,,,,
GCAB,,,,,
 , , ,,,
PB,0,SNSI,,,
PB,,,,,
SNSI,,,,,
 , , ,,,
SNRD,0.21679375,RVJ,,,
SNRD,,,,,
DKRD,,,,,
RRD,,,,,
CTGN,,,,,
SVE,,,,,
VDLR,,,,,
RVJ,,,,,
 , , ,,,
RVJ,0.36056842,CLA,,,
RVJ,,,,,
GTBN,,,,,
CHF,,,,,
CLA,,,,,
 , , ,,,
WR,0,CHJC,,,
WR,,,,,
CHJC,,,,,
 , , ,,,
TLHD,0,TTPT,,,
TLHD,,,,,
TTPT,,,,,
 , , ,,,
TTPT,0.082943506,TLHR,,,
TTPT,,,,,
NEYT,,,,,
TLHR,,,,,
 , , ,,,
TLHR,0.082943506,TTPT,,,
TLHR,,,,,
NEYT,,,,,
TTPT,,,,,
 , , ,,,
TTPT,0,XX-TLHB,,,
TTPT,,,,,
XX-TLHB,,,,,
 , , ,,,
RJGR,0,RQP,,,
RJGR,,,,,
RQP,,,,,
 , , ,,,
TPZ,0.561382729,HNC,,,
TPZ,,,,,
KJGY,,,,,
HNC,,,,,
 , , ,,,
UTR,1.952389757,RBL,,,
UTR,,,,,
MLJ,,,,,
KKAH,,,,,
NHN,,,,,
SAGR,,,,,
BCN,,,,,
KVG,,,,,
HCP,,,,,
GANG,,,,,
RBL,,,,,
 , , ,,,
RBL,10.65939641,CIL,,,
RBL,,,,,
RUM,,,,,
FTG,,,,,
JAIS,,,,,
KCJ,,,,,
BANI,,,,,
GNG,,,,,
TLKH,,,,,
AME,,,,,
MFL,,,,,
SHJP,,,,,
ANTU,,,,,
JGJ,,,,,
CIL,,,,,
 , , ,,,
CIL,0,PBH,,,
CIL,,,,,
PBH,,,,,
 , , ,,,
DHN,0.400759436,GMO,,,
DHN,,,,,
BHN,,,,,
TET,,,,,
NPJE,,,,,
MRQ,,,,,
RIBP,,,,,
GMO,,,,,
 , , ,,,
TDL,0,ETUE,,,
TDL,,,,,
ETUE,,,,,
 , , ,,,
ETUE,1.487105773,JAB,,,
ETUE,,,,,
KBP,,,,,
CHLR,,,,,
JAB,,,,,
 , , ,,,
MAKR,0.494665691,MDVK,,,
MAKR,,,,,
YY-BINP,,,,,
MDVK,,,,,
 , , ,,,
MDVK,10.90518769,GUNA,,,
MDVK,,,,,
SRKI,,,,,
KXB,,,,,
MNV,,,,,
GVB,,,,,
PIA,,,,,
RTWS,,,,,
ORR,,,,,
HPKA,,,,,
ASKN,,,,,
RIKA,,,,,
SHDR,,,,,
PIGT,,,,,
PGA,,,,,
MABN,,,,,
GUNA,,,,,
 , , ,,,
RTA,7.055925699,SGAC,,,
RTA,,,,,
CRKR,,,,,
DHR,,,,,
MTPC,,,,,
BLO,,,,,
CAG,,,,,
KOLI,,,,,
SYL,,,,,
ATRU,,,,,
POR,,,,,
CJW,,,,,
BAZ,,,,,
SDLK,,,,,
BJK,,,,,
ATH,,,,,
BON,,,,,
SKPA,,,,,
DXD,,,,,
CDSL,,,,,
SGAC,,,,,
 , , ,,,
SGAC,0.471045609,KOTA,,,
SGAC,,,,,
KTTW,,,,,
KOTA,,,,,
 , , ,,,
JBP,2.85509078,ET,,,
JBP,,,,,
MML,,,,,
KEQ,,,,,
BRGT,,,,,
BHTN,,,,,
BMR,,,,,
SRID,,,,,
KKB,,,,,
BELD,,,,,
GPC,,,,,
NU,,,,,
KY,,,,,
KFY,,,,,
BNE,,,,,
GAR,,,,,
SCKR,,,,,
JHT,,,,,
BKH,,,,,
PPI,,,,,
SXF,,,,,
SGP,,,,,
GMD,,,,,
BGTA,,,,,
SQL,,,,,
GRO,,,,,
ET,,,,,
 , , ,,,
PKD,1.782124969,DMM,,,
PKD,,,,,
MKJ,,,,,
NGM,,,,,
DMM,,,,,
 , , ,,,
DMM,2.850287494,XX-KLUO,,,
DMM,,,,,
CCA,,,,,
ZPL,,,,,
PSPY,,,,,
ATP,,,,,
TAC,,,,,
GDE,,,,,
KLU,,,,,
XX-KLUO,,,,,
 , , ,,,
XX-KLUO,0.611499851,GYJ,,,
XX-KLUO,,,,,
PMD,,,,,
RRJ,,,,,
TKPY,,,,,
GYJ,,,,,
 , , ,,,
GY,3.87631007,PDL,,,
GY,,,,,
PGDI,,,,,
PDL,,,,,
 , , ,,,
PDL,1.767793724,DHNE,,,
PDL,,,,,
LMD,,,,,
MYL,,,,,
DHNE,,,,,
 , , ,,,
DHNE,12.23029543,GWD,,,
DHNE,,,,,
BVO,,,,,
VDI,,,,,
UKD,,,,,
DUU,,,,,
KOLA,,,,,
KRNT,,,,,
ALPR,,,,,
SBBJ,,,,,
MOA,,,,,
VAH,,,,,
IKI,,,,,
PDNA,,,,,
PDO,,,,,
GWD,,,,,
 , , ,,,
GWD,4.618149287,DKC,,,
GWD,,,,,
ARPL,,,,,
SRNR,,,,,
AJK,,,,,
WPR,,,,,
KONN,,,,,
KXI,,,,,
KQQ,,,,,
DKUR,,,,,
DKC,,,,,
 , , ,,,
DKC,3.964462312,STPD,,,
DKC,,,,,
KTKA,,,,,
MQN,,,,,
MHBT,,,,,
MBNR,,,,,
YNG,,,,,
DTP,,,,,
JCL,,,,,
GLY,,,,,
RJAP,,,,,
RRGA,,,,,
BABR,,,,,
BRGL,,,,,
SHNR,,,,,
HBLN,,,,,
KOTT,,,,,
TMX,,,,,
UR,,,,,
BDVL,,,,,
NSVP,,,,,
FM,,,,,
HPG,,,,,
YKA,,,,,
DQR,,,,,
MXT,,,,,
KCG,,,,,
VAR,,,,,
JOO,,,,,
ATC,,,,,
STPD,,,,,
 , , ,,,
STPD,0.087561443,STDB,,,
STPD,,,,,
STDI,,,,,
STDB,,,,,
 , , ,,,
AF,2.017954879,YY-IDHW,,,
AF,,,,,
IDH,,,,,
YY-IDHW,,,,,
 , , ,,,
YY-IDHW,0.243792247,AH,,,
YY-IDHW,,,,,
BCP,,,,,
RAI,,,,,
AH,,,,,
 , , ,,,
AH,0.113157807,BTE,,,
AH,,,,,
CIK,,,,,
IK,,,,,
NHB,,,,,
BTE,,,,,
 , , ,,,
BTE,4.60572493,BKI,,,
BTE,,,,,
XX-BTEO,,,,,
HK,,,,,
PPEA,,,,,
NBI,,,,,
TBL,,,,,
KL,,,,,
DTF,,,,,
GOS,,,,,
MURD,,,,,
BUDA,,,,,
KPO,,,,,
BJRA,,,,,
BW,,,,,
SHGN,,,,,
BKI,,,,,
 , , ,,,
BINA,0,MDVK,,,
BINA,,,,,
MDVK,,,,,
 , , ,,,
SHC,2.208992713,MNE,,,
SHC,,,,,
PMYA,,,,,
SBM,,,,,
BRHD,,,,,
SBV,,,,,
KFA,,,,,
FNO,,,,,
DHT,,,,,
BHB,,,,,
MNE,,,,,
 , , ,,,
LJN,0,LNWT,,,
LJN,,,,,
LNWT,,,,,
 , , ,,,
BE,0,BC,,,
BE,,,,,
BC,,,,,
 , , ,,,
MFP,2.860966819,SGL,,,
MFP,,,,,
KVC,,,,,
KTI,,,,,
PPRH,,,,,
NRV,,,,,
MTR,,,,,
MHL,,,,,
MAI,,,,,
HRNG,,,,,
CAA,,,,,
KXRA,,,,,
PPA,,,,,
KPCM,,,,,
BGAR,,,,,
JDR,,,,,
MCO,,,,,
BMKI,,,,,
CHAH,,,,,
SRA,,,,,
SGL,,,,,
 , , ,,,
SGL,7.028110724,NKE,,,
SGL,,,,,
PRSN,,,,,
MJL,,,,,
BTH,,,,,
PJPT,,,,,
KUMB,,,,,
CAI,,,,,
RSWN,,,,,
SAHI,,,,,
MSHW,,,,,
NKE,,,,,
 , , ,,,
XX-KLUO,1.584630938,GTL,,,
XX-KLUO,,,,,
KDT,,,,,
IMAM,,,,,
VPL,,,,,
GPU,,,,,
HNMN,,,,,
GTL,,,,,
 , , ,,,
YY-WADB,0.026130546,WDC,,,
YY-WADB,,,,,
HLKT,,,,,
WDC,,,,,
 , , ,,,
DKZ,0,DEE,,,
DKZ,,,,,
DEE,,,,,
 , , ,,,
DEE,0,PTNR,,,
DEE,,,,,
PTNR,,,,,
 , , ,,,
KLL,0,AJM,,,
KLL,,,,,
AJM,,,,,
 , , ,,,
AJM,5.969634331,KHDB,,,
AJM,,,,,
KOVD,,,,,
GNC,,,,,
KHDB,,,,,
 , , ,,,
KCVL,22.62063225,KYJ,,,
KCVL,,,,,
VELI,,,,,
KZK,,,,,
KXP,,,,,
MQU,,,,,
PGZ,,,,,
CRY,,,,,
KVU,,,,,
AMY,,,,,
VAK,,,,,
EVA,,,,,
KFI,,,,,
PVU,,,,,
MYY,,,,,
IRP,,,,,
QLN,,,,,
PRND,,,,,
MQO,,,,,
STKT,,,,,
KPY,,,,,
OCR,,,,,
KYJ,,,,,
 , , ,,,
KYJ,5.518923019,ERS,,,
KYJ,,,,,
CHPD,,,,,
HAD,,,,,
KVTA,,,,,
TZH,,,,,
AMPA,,,,,
PNPR,,,,,
ALLP,,,,,
TMPY,,,,,
KAVR,,,,,
MAKM,,,,,
TRVZ,,,,,
SRTL,,,,,
VAY,,,,,
TUVR,,,,,
EZP,,,,,
AROR,,,,,
KUMM,,,,,
TNU,,,,,
ERS,,,,,
 , , ,,,
ERS,0,ERSC,,,
ERS,,,,,
ERSC,,,,,
 , , ,,,
ERSC,6.687947686,PNQ,,,
ERSC,,,,,
ERN,,,,,
IPL,,,,,
KLMR,,,,,
AWY,,,,,
CWR,,,,,
AFK,,,,,
KUC,,,,,
KRAN,,,,,
DINR,,,,,
CKI,,,,,
IJK,,,,,
NYI,,,,,
PUK,,,,,
OLR,,,,,
TCR,,,,,
PNQ,,,,,
 , , ,,,
PNQ,1.124875852,SRRB,,,
PNQ,,,,,
MGK,,,,,
WKI,,,,,
MUC,,,,,
VTK,,,,,
SRRB,,,,,
 , , ,,,
SRRB,0,SRR,,,
SRRB,,,,,
SRR,,,,,
 , , ,,,
XX-DDBC,0.210636532,DDJA,,,
XX-DDBC,,,,,
DDAP,,,,,
DDJA,,,,,
 , , ,,,
SUR,0,TKWD,,,
SUR,,,,,
TKWD,,,,,
 , , ,,,
AMH,14.68337667,AY,,,
AMH,,,,,
RKS,,,,,
PHY,,,,,
SJER,,,,,
SMZ,,,,,
KRND,,,,,
DJD,,,,,
KHJA,,,,,
SHG,,,,,
BWI,,,,,
TLGR,,,,,
MLPR,,,,,
JFG,,,,,
ABP,,,,,
KTHE,,,,,
GGJ,,,,,
ULN,,,,,
BLG,,,,,
DRG,,,,,
AY,,,,,
 , , ,,,
ML,0.086918613,DAL,,,
ML,,,,,
GTNR,,,,,
BNZ,,,,,
DAL,,,,,
 , , ,,,
DAL,0.197514547,ASH,,,
DAL,,,,,
LC,,,,,
ASH,,,,,
 , , ,,,
ASH,0,LJN,,,
ASH,,,,,
LJN,,,,,
 , , ,,,
JNCV,0,NMDA,,,
JNCV,,,,,
NMDA,,,,,
 , , ,,,
NMDA,0.973815027,SNL,,,
NMDA,,,,,
KMNN,,,,,
SMRL,,,,,
LLKN,,,,,
SNL,,,,,
 , , ,,,
BAND,1.209254692,LOGH,,,
BAND,,,,,
HEB,,,,,
LOGH,,,,,
 , , ,,,
FDB,0.003344509,TKDC,,,
FDB,,,,,
XX-FBB,,,,,
TKDC,,,,,
 , , ,,,
BPQ,10.93888605,G,,,
BPQ,,,,,
CAF,,,,,
CIP,,,,,
KEZ,,,,,
TWI,,,,,
MME,,,,,
MRDA,,,,,
ROL,,,,,
SYE,,,,,
AWH,,,,,
TUD,,,,,
MWG,,,,,
NAB,,,,,
KMMD,,,,,
BMP,,,,,
CCBG,,,,,
WSA,,,,,
ARNG,,,,,
WDG,,,,,
AJU,,,,,
BFF,,,,,
DEW,,,,,
GMI,,,,,
SNV,,,,,
KSIH,,,,,
GNL,,,,,
PQH,,,,,
HDM,,,,,
GKT,,,,,
G,,,,,
 , , ,,,
KPD,2.272449926,PAK,,,
KPD,,,,,
BUM,,,,,
RAM,,,,,
PYX,,,,,
SIE,,,,,
CTO,,,,,
MWL,,,,,
PTT,,,,,
PAK,,,,,
 , , ,,,
PAK,3.845947412,RU,,,
PAK,,,,,
PAM,,,,,
MNPT,,,,,
KEN,,,,,
CGI,,,,,
TPW,,,,,
TPTY,,,,,
TCNR,,,,,
RU,,,,,
 , , ,,,
JMP,0,JNQS,,,
JMP,,,,,
JNQS,,,,,
 , , ,,,
SDAH,1.054678289,DDJ,,,
SDAH,,,,,
NKG,,,,,
KGK,,,,,
BNXR,,,,,
DDJ,,,,,
 , , ,,,
DDJ,1.309874934,CCRL,,,
DDJ,,,,,
BARN,,,,,
DAKE,,,,,
BLYG,,,,,
BLYH,,,,,
RCD,,,,,
CCRL,,,,,
 , , ,,,
CCRL,0,CCLW,,,
CCRL,,,,,
CCLW,,,,,
 , , ,,,
RE,1.943252753,LHU,,,
RE,,,,,
NNU,,,,,
DZB,,,,,
KNNK,,,,,
GRKA,,,,,
BJWS,,,,,
MHRG,,,,,
ZP,,,,,
NDRT,,,,,
NWN,,,,,
STNL,,,,,
SAWN,,,,,
LHU,,,,,
 , , ,,,
LHU,2.017093479,SDLP,,,
LHU,,,,,
KLSP,,,,,
PVZ,,,,,
RMB,,,,,
GLKN,,,,,
BWBN,,,,,
HR,,,,,
KDHN,,,,,
SDLP,,,,,
 , , ,,,
SDLP,0.413024309,CUR,,,
SDLP,,,,,
DKWA,,,,,
HYL,,,,,
DKX,,,,,
SRSL,,,,,
ASLU,,,,,
CUR,,,,,
 , , ,,,
CUR,1.471287924,RTGH,,,
CUR,,,,,
DEP,,,,,
JOH,,,,,
SMNN,,,,,
MIO,,,,,
RTGH,,,,,
 , , ,,,
RTGH,0,RGCR,,,
RTGH,,,,,
RGCR,,,,,
 , , ,,,
RGCR,2.668218942,BKN,,,
RGCR,,,,,
PYI,,,,,
RJR,,,,,
PSV,,,,,
STNR,,,,,
BGRM,,,,,
BIGA,,,,,
SDGH,,,,,
BS,,,,,
SDF,,,,,
BLSR,,,,,
NPS,,,,,
GDW,,,,,
BECN,,,,,
BKN,,,,,
 , , ,,,
SZB,0,URK,,,
SZB,,,,,
URK,,,,,
 , , ,,,
DEE,0,DBSI,,,
DEE,,,,,
DBSI,,,,,
 , , ,,,
CNBI,0.224624088,CNJO,,,
CNBI,,,,,
CPNL,,,,,
CNJO,,,,,
 , , ,,,
BBS,6.809384182,CTC,,,
BBS,,,,,
BNBH,,,,,
MCS,,,,,
PTAB,,,,,
BBSN,,,,,
BRAG,,,,,
GBK,,,,,
KTJI,,,,,
CTC,,,,,
 , , ,,,
HIJ,0.028107729,NMP,,,
HIJ,,,,,
NMPY,,,,,
NMP,,,,,
 , , ,,,
NMP,0,GKL,,,
NMP,,,,,
GKL,,,,,
 , , ,,,
BQA,1.514206288,ADRA,,,
BQA,,,,,
ANCR,,,,,
CJN,,,,,
JPH,,,,,
SRJM,,,,,
IBL,,,,,
MYX,,,,,
ADRE,,,,,
ADAW,,,,,
ADRA,,,,,
 , , ,,,
ADRA,0.58809276,RUI,,,
ADRA,,,,,
SNKR,,,,,
RUI,,,,,
 , , ,,,
RUI,0.967141469,BJE,,,
RUI,,,,,
SNTD,,,,,
BJE,,,,,
 , , ,,,
BJE,2.325320324,MHQ,,,
BJE,,,,,
SBW,,,,,
TLE,,,,,
XX-TLEB,,,,,
MHQ,,,,,
 , , ,,,
MHQ,1.267551887,GMO,,,
MHQ,,,,,
KHRI,,,,,
KNF,,,,,
KARO,,,,,
GMO,,,,,
 , , ,,,
JAB,0.030683657,IDH,,,
JAB,,,,,
AF,,,,,
IDH,,,,,
 , , ,,,
IDH,0,YY-IDHW,,,
IDH,,,,,
YY-IDHW,,,,,
 , , ,,,
FL,6.534288494,MKN,,,
FL,,,,,
SBR,,,,,
GA,,,,,
GVMR,,,,,
NAC,,,,,
NYK,,,,,
THMR,,,,,
KMNC,,,,,
MKN,,,,,
 , , ,,,
MKN,1.045461311,DNA,,,
MKN,,,,,
BOW,,,,,
BSRL,,,,,
GCH,,,,,
DNA,,,,,
 , , ,,,
DNA,0.351210073,XX-MTDC,,,
DNA,,,,,
JACN,,,,,
JAC,,,,,
REN,,,,,
KQW,,,,,
XX-MTDC,,,,,
 , , ,,,
XX-MTDC,0,MTD,,,
XX-MTDC,,,,,
MTD,,,,,
 , , ,,,
MTD,1.549890834,PPR,,,
MTD,,,,,
JOM,,,,,
GOTN,,,,,
KXG,,,,,
UMED,,,,,
SWF,,,,,
PPR,,,,,
 , , ,,,
PPR,0.289643142,RKB,,,
PPR,,,,,
KSW,,,,,
AAS,,,,,
JWL,,,,,
BNO,,,,,
JUCT,,,,,
RKB,,,,,
 , , ,,,
RKB,0,JU,,,
RKB,,,,,
JU,,,,,
 , , ,,,
MTD,0,XX-MTDB,,,
MTD,,,,,
XX-MTDB,,,,,
 , , ,,,
XX-MTDB,3.932311607,BKN,,,
XX-MTDB,,,,,
MCPE,,,,,
DSL,,,,,
KJW,,,,,
MDW,,,,,
NGO,,,,,
BWS,,,,,
ALAI,,,,,
SBLJ,,,,,
CLO,,,,,
NOK,,,,,
SPO,,,,,
DSO,,,,,
PAE,,,,,
UMS,,,,,
BKN,,,,,
 , , ,,,
RJPB,1.345288997,PWS,,,
RJPB,,,,,
PNBE,,,,,
SCY,,,,,
PWS,,,,,
 , , ,,,
KOAA,1.642892665,CCRL,,,
KOAA,,,,,
ULR,,,,,
PTKR,,,,,
DDJ,,,,,
BARN,,,,,
DAKE,,,,,
BLYG,,,,,
BLYH,,,,,
RCD,,,,,
CCRL,,,,,
 , , ,,,
YY-IDHW,3.089035287,BXN,,,
YY-IDHW,,,,,
PTLI,,,,,
MIQ,,,,,
KLB,,,,,
SNPR,,,,,
FTS,,,,,
AED,,,,,
RBS,,,,,
DXK,,,,,
BIQ,,,,,
NGLT,,,,,
BR,,,,,
BAMA,,,,,
BXN,,,,,
 , , ,,,
BXN,5.053259699,SWM,,,
BXN,,,,,
DY,,,,,
FSP,,,,,
DNHK,,,,,
HAN,,,,,
SKDM,,,,,
SMBJ,,,,,
KNDP,,,,,
PDZ,,,,,
COO,,,,,
GGC,,,,,
LRU,,,,,
NNW,,,,,
NMD,,,,,
MLZ,,,,,
MXL,,,,,
RNT,,,,,
SMDC,,,,,
SWM,,,,,
 , , ,,,
XX-BECE,0,XX-BECD,,,
XX-BECE,,,,,
XX-BECD,,,,,
 , , ,,,
ACOI,0,NYN,,,
ACOI,,,,,
NYN,,,,,
 , , ,,,
ALD,0,SFG,,,
ALD,,,,,
SFG,,,,,
 , , ,,,
CNB,2.890176666,FBD,,,
CNB,,,,,
COP,,,,,
CPA,,,,,
RPO,,,,,
KAP,,,,,
MDA,,,,,
CBR,,,,,
BJR,,,,,
UTP,,,,,
DUO,,,,,
BLU,,,,,
BKTS,,,,,
ARL,,,,,
GWP,,,,,
MNMU,,,,,
KJN,,,,,
KJNC,,,,,
JPP,,,,,
JDA,,,,,
KHDP,,,,,
GHJ,,,,,
MLKP,,,,,
KDJ,,,,,
SGRP,,,,,
KLJ,,,,,
YAG,,,,,
FGR,,,,,
FBD,,,,,
 , , ,,,
FBD,3.281909883,KSJ,,,
FBD,,,,,
HSY,,,,,
SHX,,,,,
SSD,,,,,
BHTS,,,,,
KMJ,,,,,
